intro,address,recomm_score,recomm_reason,name,full_address,gps,longitude,latitude,short_intro,level
南河下118号民居，这座历史悠久的建筑，是扬州市的文物保护单位之一。这座清代民居厅房，南向硬山造，面阔五间，进深七檩，厅前有卷棚，大小柁梁两端均有卷杀，前有抄手廊环抱，保存基本完好。这座古朴典雅的建筑，见证了扬州的历史变迁，它不仅具有极高的历史价值，也是扬州文化的重要象征。,扬州市广陵区南河下118号,5,南河下118号民居是一座保存完好的清代民居厅房，它不仅具有历史价值，而且外观古朴典雅，是扬州文化的重要象征。由于它的重要性，被评为扬州市的文物保护单位。因此，我非常推荐大家去参观南河下118号民居。,南河下118号民居,扬州市广陵区南河下118号，南河下118号民居,"119.443099,32.383666",119.443099,32.383666,南河下118号民居，这座历史悠久的建筑，是扬州市的文物保护单位之一。这座清代民居厅房，南向硬山造，面阔五间，进深七檩，厅前有卷棚，大小柁梁两端均有卷杀，前有抄手廊环抱，保存基本完好。这座古朴典雅的建筑，见证了扬州的历史变迁，它不仅具有极高的历史价值，也是扬州文化的重要象征。,市级文物
扬州汪氏小苑位于东圈门历史街区地官第14号，是全国重点文物保护单位，是扬州保存最完整的清末民初大型盐商住宅之一。小苑占地面积3000余平米，遗存老屋近百间，建筑面积1600余平米。房屋布局规整，装饰雕琢精湛，庭院玲珑精巧，文化底蕴丰富。小苑以其独有的特色和鲜为人知的盐商秘闻多少年来吸引了许多中外游客来访。,扬州市广陵区东圈门历史街区地官第14号,4,扬州汪氏小苑具有深厚的历史文化底蕴，是扬州盐商文化的代表之一。其建筑风格独特，装饰雕琢精湛，文化内涵丰富。此外，汪氏小苑还隐藏着许多秘密，如暗门、暗室、暗壁等，增加了其神秘感和趣味性。推荐指数为4分，是因为其知名度相对较高，但需要一定的历史文化背景才能更好地理解和欣赏其价值。,扬州汪氏小苑,扬州市广陵区东圈门历史街区地官第14号，扬州汪氏小苑,"119.446967,32.395769",119.446967,32.395769,扬州汪氏小苑位于东圈门历史街区地官第14号，是全国重点文物保护单位，是扬州保存最完整的清末民初大型盐商住宅之一。小苑占地面积3000余平米，遗存老屋近百间，建筑面积1600余平米。房屋布局规整，装饰雕琢精湛，庭院玲珑精巧，文化底蕴丰富。小苑以其独有的特色和鲜为人知的盐商秘闻多少年来吸引了许多中外游客来访。,全国文物
扬州瘦西湖白塔位于瘦西湖畔，是瘦西湖著名景色之一。这座白塔始建于清朝乾隆年间，式样与北京北海白塔相似。塔下筑长方形高台，四周围有栏板，前有小台，小台北面和两侧均筑阶梯，可以登人。塔位于高台中央，底为砖雕须弥座，上为塔肚，塔肚上是塔脖子，再上是十三层瘦长的圆圈，称“十三天”，顶上盖圆盘，最上是铜质葫芦塔顶。此塔用砖砌成，为-塔的一种形式，因刷白色而得名。,扬州市瘦西湖景区内,4,扬州瘦西湖白塔历史悠久，建筑样式独特，是扬州的标志性景点之一。同时，这里还流传着许多历史故事和传说，让游客在欣赏美景的同时，也能了解扬州深厚的历史文化。,扬州瘦西湖白塔,扬州市瘦西湖景区内，扬州瘦西湖白塔,"119.423935,32.404352",119.423935,32.404352,扬州瘦西湖白塔位于瘦西湖畔，是瘦西湖著名景色之一。这座白塔始建于清朝乾隆年间，式样与北京北海白塔相似。塔下筑长方形高台，四周围有栏板，前有小台，小台北面和两侧均筑阶梯，可以登人。塔位于高台中央，底为砖雕须弥座，上为塔肚，塔肚上是塔脖子，再上是十三层瘦长的圆圈，称“十三天”，顶上盖圆盘，最上是铜质葫芦塔顶。此塔用砖砌成，为-塔的一种形式，因刷白色而得名。,文物古迹
中国淮扬菜博物馆展示了淮扬菜系的历史和特色，是了解中国饮食文化的重要场所。博物馆位于扬州市康山文化园内，由主馆展示区和副馆体验区两部分组成，总建筑面积7084m²。,扬州市广陵区康山文化园内,5,中国淮扬菜博物馆展示了淮扬菜系的历史和特色，是了解中国饮食文化的重要场所，许多文史类及烹饪界专家都慕名而来，参观者对博物馆布馆格局、风格、展陈内容等好评如潮。作为大专院校烹饪教学研究基地，名店、名厨、名宴学习交流的大讲堂，它也是值得推荐的一个景点。,中国淮扬菜博物馆,扬州市广陵区康山文化园内，中国淮扬菜博物馆,"119.452446,32.384562",119.452446,32.384562,中国淮扬菜博物馆展示了淮扬菜系的历史和特色，是了解中国饮食文化的重要场所。博物馆位于扬州市康山文化园内，由主馆展示区和副馆体验区两部分组成，总建筑面积7084m²。,博物馆
洒金桥，一座单孔砖石拱桥，横跨于汶河之上。桥长21.2米，宽13米，矢高5.2米，桥净跨7.3米，建筑面积275.6平方米。底座基础为青石质，最初可能有水关设置，重修后废弃水关，成为进出城门瓮城的桥梁通道。据桥拱券上的铭文砖记载，洒金桥曾在咸丰二年二月六日进行过大修。2005年南门遗址考古发掘并修复洒金桥。,扬州市广陵区汶河路,3,洒金桥是一座历史悠久的古桥，虽然知名度不高，但具有丰富的历史文化内涵。其修复和考古发掘工作也展示了扬州市对历史文化遗产的保护和传承的重视。因此，推荐指数为3分。,洒金桥,扬州市广陵区汶河路，洒金桥,"119.432956,32.383660",119.432956,32.38366,洒金桥，一座单孔砖石拱桥，横跨于汶河之上。桥长21.2米，宽13米，矢高5.2米，桥净跨7.3米，建筑面积275.6平方米。底座基础为青石质，最初可能有水关设置，重修后废弃水关，成为进出城门瓮城的桥梁通道。据桥拱券上的铭文砖记载，洒金桥曾在咸丰二年二月六日进行过大修。2005年南门遗址考古发掘并修复洒金桥。,市级文物
江上青烈士史料陈列馆位于扬州广陵区旌忠巷33号，原为扬州平民中学旧址，是一座中西合璧的青砖红窗洋房。这里不仅是江上青烈士的牺牲地，也是他战斗和牺牲的地方。馆内展示了江上青烈士的生平事迹和革命精神，是一个重要的爱国主义教育基地。,扬州广陵区旌忠巷33号,5,江上青烈士史料陈列馆具有重要的历史意义和教育价值，是一个值得推荐的景点。这里不仅保存了江上青烈士的珍贵遗物和历史文献，还通过多种展示手段生动地展现了江上青烈士的英勇事迹和革命精神。此外，陈列馆还提供了多种教育活动和课程，是一个很好的爱国主义教育基地和青少年教育场所。,江上青烈士史料陈列馆,扬州广陵区旌忠巷33号，江上青烈士史料陈列馆,"119.434459,32.390314",119.434459,32.390314,江上青烈士史料陈列馆位于扬州广陵区旌忠巷33号，原为扬州平民中学旧址，是一座中西合璧的青砖红窗洋房。这里不仅是江上青烈士的牺牲地，也是他战斗和牺牲的地方。馆内展示了江上青烈士的生平事迹和革命精神，是一个重要的爱国主义教育基地。,全部景点
四眼井位于江苏省扬州市，是扬州市的文物保护单位。这座井具有深厚的历史背景，相传与明朝名将常遇春有关。四眼井由四块外方内圆的井口石覆盖，每块石板上都有一个圆孔，形成了“四眼”的独特形状。这些石板据说曾被用来保护井口，防止杂物掉入井中。井水清澈甘甜，曾是附近居民的主要水源。虽然现在井水已经不再饮用，但四眼井仍然受到人们的喜爱和关注。,扬州市大实惠巷23号,4,四眼井是一处历史悠久的景点，具有丰富的历史文化内涵和独特的建筑风格。井上的四眼石栏保存完好，是研究扬州地方文化和历史的重要实物资料。此外，四眼井所在的常府巷也是明初名将常遇春的赐第，具有很高的历史文化价值。因此，我们给予四眼井4分的推荐分数，对于对历史文化感兴趣的游客来说，这里是一个值得一游的景点。,四眼井,扬州市大实惠巷23号，四眼井,"119.436674,32.387460",119.436674,32.38746,四眼井位于江苏省扬州市，是扬州市的文物保护单位。这座井具有深厚的历史背景，相传与明朝名将常遇春有关。四眼井由四块外方内圆的井口石覆盖，每块石板上都有一个圆孔，形成了“四眼”的独特形状。这些石板据说曾被用来保护井口，防止杂物掉入井中。井水清澈甘甜，曾是附近居民的主要水源。虽然现在井水已经不再饮用，但四眼井仍然受到人们的喜爱和关注。,市级文物
宝应万寿寺，位于江苏省宝应县汜水镇北侧，始建于清乾隆十三年(1748年)，是宝应县范围内很有影响的佛教寺院。寺内建有大悲楼，后增其旧制，又置田数处，扩大寺庙范围，建上下厅及廊房数十间再次设坛传戒，数十年间，万寿寺规模不断扩大，香火兴旺，声誉远播。可惜的是，1948年宝应万寿寺毁于战火。上世纪上半叶，万寿寺出一高僧法明，其佛学造诣很深，多年在各地游学布道，并多次赴香港、南洋、日本弘扬佛法，于抗战期间回家乡万寿寺任住持。在任期间广结善缘，万寿寺声望日隆。法明擅书法，以书法名世。上世纪八十年代，党的宗教信仰自由政策落实以后，应广大信众的要求，镇政府于1989年决定将原供存放骨灰盒的纪念堂改建为万寿寺。2002年以后，本寺教徒在护法居士的帮助下先后建了五间念佛堂、五间地藏殿、十六间两层综合楼。2010年经扬州市佛教协会批准，县佛协为方银法师举行了晋升法席仪式，方银法师成为县内为数不多的方丈之一。,江苏省宝应县汜水镇北侧,4,宝应万寿寺历史悠久，曾经是宝应县范围内很有影响的佛教寺院。虽然历史上经历过战火的破坏，但重建后的寺庙仍然保留了其古老的特色和历史价值。此外，寺庙内还有高僧法明的书法作品，使得这座寺庙在文化艺术方面也有着不可忽视的价值。因此，我们推荐宝应万寿寺作为旅游景点。,宝应万寿寺,江苏省宝应县汜水镇北侧，宝应万寿寺,"119.398935,33.095560",119.398935,33.09556,宝应万寿寺，位于江苏省宝应县汜水镇北侧，始建于清乾隆十三年(1748年)，是宝应县范围内很有影响的佛教寺院。寺内建有大悲楼，后增其旧制，又置田数处，扩大寺庙范围，建上下厅及廊房数十间再次设坛传戒，数十年间，万寿寺规模不断扩大，香火兴旺，声誉远播。可惜的是，1948年宝应万寿寺毁于战火。上世纪上半叶，万寿寺出一高僧法明，其佛学造诣很深，多年在各地游学布道，并多次赴香港、南洋、日本弘扬佛法，于抗战期间回家乡万寿寺任住持。在任期间广结善缘，万寿寺声望日隆。法明擅书法，以书法名世。上世纪八十年代，党的宗教信仰自由政策落实以后，应广大信众的要求，镇政府于1989年决定将原供存放骨灰盒的纪念堂改建为万寿寺。2002年以后，本寺教徒在护法居士的帮助下先后建了五间念佛堂、五间地藏殿、十六间两层综合楼。2010年经扬州市佛教协会批准，县佛协为方银法师举行了晋升法席仪式,文物古迹
汉庐，位于扬州市石牌楼7号，是扬州市文物保护单位。这座住宅原为清盐商许公澍的住宅，后来成为金石书画家吴熙载、现代扬州书法家陈含光和牙雕家黄汉侯的居所。汉庐占地面积1．23平方米，房屋共计31间5厢，建筑面积达到807.01平方米。住宅由火巷分为东西两路，南北向前后各三进。这里青石板庭院中设有福祠，二门南侧有门通火巷，火巷的巷道用青石板铺墁，条砖勾缝墙面。住宅内装修古朴典雅，木雕灯笼景式和合窗桶扇上下分三档，中嵌玻璃，下置木裙板，对开木雕桶扇玻璃门至今依然尚存。汉庐内植有一株枝繁叶茂的黄杨树，陈从周称汉庐为“扬州北向住宅一例”。,扬州市广陵区石牌楼7号,4,汉庐作为扬州市文物保护单位，具有悠久的历史和丰富的文化内涵。其建筑风格和精美的木雕、石雕等艺术品都极具观赏价值。此外，这里也曾是许多历史名人的故居和创作场所，为游客提供了一个了解扬州历史文化的好去处。因此，推荐指数为4分。,汉庐,扬州市广陵区石牌楼7号，汉庐,"119.444835,32.390011",119.444835,32.390011,汉庐，位于扬州市石牌楼7号，是扬州市文物保护单位。这座住宅原为清盐商许公澍的住宅，后来成为金石书画家吴熙载、现代扬州书法家陈含光和牙雕家黄汉侯的居所。汉庐占地面积1．23平方米，房屋共计31间5厢，建筑面积达到807.01平方米。住宅由火巷分为东西两路，南北向前后各三进。这里青石板庭院中设有福祠，二门南侧有门通火巷，火巷的巷道用青石板铺墁，条砖勾缝墙面。住宅内装修古朴典雅，木雕灯笼景式和合窗桶扇上下分三档，中嵌玻璃，下置木裙板，对开木雕桶扇玻璃门至今依然尚存。汉庐内植有一株枝繁叶茂的黄杨树，陈从周称汉庐为“扬州北向住宅一例”。,市级文物
小盘谷是周馥的故居，以其独特精美的园林设计而闻名。这个园林面积约5000平方米，是清光绪年间建造的。园中的假山和溪流相互呼应，营造出一种自然和谐的美感。小盘谷的九狮图山峰奇拔高峻，石径盘旋，是园中的精华所在。此外，园中还有曲尺形花厅、广池、风亭等建筑，与自然景观相得益彰。小盘谷不仅是一个美丽的园林，更是一个充满历史韵味的地方。周馥曾是两江、两广总督，他的故居见证了中国历史的变迁。2010年修缮后，小盘谷对外开放，让更多的人可以领略到这个美丽园林的魅力。,扬州市广陵区大树巷58号,4,小盘谷以其精美的园林设计和悠久的历史背景而备受赞誉。无论是欣赏园林的美景，还是了解周馥的历史故事，这个景点都值得一游。因此，我给予小盘谷4分的推荐分数。,小盘谷,扬州市广陵区大树巷58号，小盘谷,"119.445827,32.387170",119.445827,32.38717,小盘谷是周馥的故居，以其独特精美的园林设计而闻名。这个园林面积约5000平方米，是清光绪年间建造的。园中的假山和溪流相互呼应，营造出一种自然和谐的美感。小盘谷的九狮图山峰奇拔高峻，石径盘旋，是园中的精华所在。此外，园中还有曲尺形花厅、广池、风亭等建筑，与自然景观相得益彰。小盘谷不仅是一个美丽的园林，更是一个充满历史韵味的地方。周馥曾是两江、两广总督，他的故居见证了中国历史的变迁。2010年修缮后，小盘谷对外开放，让更多的人可以领略到这个美丽园林的魅力。,全国文物
魏氏盐商住宅，是位于扬州永胜街40号的一座清代建筑，曾为盐商魏次庚的住宅。这座建筑坐北朝南，东为住宅，西为园林。住宅部分前后五进，前为照厅，后为三进住宅，其中大厅面阔五间，进深七檩，前后有卷棚。此外，厅后三进皆为三间两厢，两侧有套房小院。然而，园林部分破坏严重，原有四面厅“吹台”，内悬郑板桥书“歌吹古扬州”横匾，现已移至瘦西湖上；船厅一座，已移建于大虹桥南“西园曲水”。,扬州永胜街40号,4,魏氏盐商住宅是扬州市文物保护单位之一，具有一定的历史和文化价值。其建筑和园林设计精巧，布局考究。虽然园林部分遭到破坏，但部分建筑和景点仍然保留完好，值得一游。,魏氏盐商住宅,扬州永胜街40号，魏氏盐商住宅,"119.443274,32.391353",119.443274,32.391353,魏氏盐商住宅，是位于扬州永胜街40号的一座清代建筑，曾为盐商魏次庚的住宅。这座建筑坐北朝南，东为住宅，西为园林。住宅部分前后五进，前为照厅，后为三进住宅，其中大厅面阔五间，进深七檩，前后有卷棚。此外，厅后三进皆为三间两厢，两侧有套房小院。然而，园林部分破坏严重，原有四面厅“吹台”，内悬郑板桥书“歌吹古扬州”横匾，现已移至瘦西湖上；船厅一座，已移建于大虹桥南“西园曲水”。,市级文物
刘氏盐商住宅位于扬州市绞肉巷1号，是民国年间盐商刘春田所建的住宅建筑。该建筑高大轩敞，砖雕、房檐砖细，作工讲究。建筑内部分为三进，第一进为门厅和偏厅，第二、三进为两层串楼式住宅。刘氏盐商住宅是扬州市文物保护单位之一，于1940年售于粮商庞春甲。,扬州市绞肉巷1号,4,刘氏盐商住宅是扬州市文物保护单位之一，具有较高的历史价值和文化内涵。其建筑风格和工艺水平也具有较高的艺术价值和观赏性。因此，推荐指数为4分。,刘氏盐商住宅,扬州市绞肉巷1号，刘氏盐商住宅,"119.444080,32.391940",119.44408,32.39194,刘氏盐商住宅位于扬州市绞肉巷1号，是民国年间盐商刘春田所建的住宅建筑。该建筑高大轩敞，砖雕、房檐砖细，作工讲究。建筑内部分为三进，第一进为门厅和偏厅，第二、三进为两层串楼式住宅。刘氏盐商住宅是扬州市文物保护单位之一，于1940年售于粮商庞春甲。,市级文物
赵氏庭园，位于扬州市区赞化宫，是一座保存较好的清代私家园林。这座园林原为布商赵海山的宅邸，经过精心的设计和建造，成为了一处集住宅、书房、花厅、半亭等建筑为一体的私家园林。园内尚存零星山石，整个建筑除部分改建外，保存尚好。,扬州市广陵区赞化宫,4,赵氏庭园是一座保存较好的清代私家园林，具有较高的历史和文化价值。园内建筑多样，有住宅、书房、花厅、半亭等，形成了幽静、雅致的园林氛围。此外，园内尚存零星山石，为园林增添了自然之美。虽然部分建筑经过改建，但整个园林的保存状况仍然良好。,赵氏庭园,扬州市广陵区赞化宫，赵氏庭园,"119.431849,32.394720",119.431849,32.39472,赵氏庭园，位于扬州市区赞化宫，是一座保存较好的清代私家园林。这座园林原为布商赵海山的宅邸，经过精心的设计和建造，成为了一处集住宅、书房、花厅、半亭等建筑为一体的私家园林。园内尚存零星山石，整个建筑除部分改建外，保存尚好。,市级文物
馥园是一个融合了传统曲艺和园林美景的旅游景点。位于谢馥春旧址上，园内不仅有百年香粉老店的历史建筑，还有优美的园林景观和由扬州美女带来的传统曲艺表演。游客可以在这里欣赏到《千秋粉黛》的表演，感受扬州传统艺术的魅力。此外，园内还有三株古老的牡丹，以及展示扬州十二粉黛的蜡像。馥园不大，但游人不多，园林与青砖灰瓦的建筑相融合，展现了扬州古建的典型风貌。在这里可以体验到扬州独特的文化氛围和历史底蕴。,扬州市广陵区东关街243号,4,馥园具有悠久的历史和丰富的文化内涵，是一个值得推荐的景点。在这里，游客可以深入了解扬州的历史和文化，欣赏到美丽的园林景观和传统曲艺表演。虽然表演有时需要付费，但仍然吸引了大量游客前来参观。此外，园内还有谢馥春旧址和手工艺品店等购物场所，方便游客购买纪念品和手工艺品。,馥园,扬州市广陵区东关街243号，馥园,"119.446160,32.397415",119.44616,32.397415,馥园是一个融合了传统曲艺和园林美景的旅游景点。位于谢馥春旧址上，园内不仅有百年香粉老店的历史建筑，还有优美的园林景观和由扬州美女带来的传统曲艺表演。游客可以在这里欣赏到《千秋粉黛》的表演，感受扬州传统艺术的魅力。此外，园内还有三株古老的牡丹，以及展示扬州十二粉黛的蜡像。馥园不大，但游人不多，园林与青砖灰瓦的建筑相融合，展现了扬州古建的典型风貌。在这里可以体验到扬州独特的文化氛围和历史底蕴。,全部景点
邵家沟遗址位于高邮县城以北约8公里，里运河的东岸。这个遗址面积约为750～850平方米，北缘成断崖，东、南两面削成倾斜15°—40°不等的坡面，西边保存较好。1957年，江苏省文物管理委员会、江苏省博物馆对遗址进行了发掘，面积400平方米。这个遗址的文化堆积分上、下两层，共清理灰坑2座，灰沟1条，地窖1个，出土物有陶器、青瓷器、漆器、封泥、“符箓木片”、五铢钱等。陶器多灰陶，常见有罐、钵、盆、甑、壶、灯盏、网坠、纺轮和作为建筑材料的半筒瓦、板瓦和云纹瓦当。瓷器有罐、壶、盂和少量残片。此外还有少量的铁锤、犁、漆耳杯、碗，木梳、“符箓木片”等，时代大致为东汉末年。,江苏省高邮市里运河东岸,3,邵家沟遗址具有较高的历史文化价值，出土了大量的陶器、青瓷器等文物，反映了东汉末年的社会生活和文化特点。然而，相比其他著名遗址，其历史影响力并不算十分突出，且目前保护状况较为一般，因此推荐指数为3。,邵家沟遗址,江苏省高邮市里运河东岸，邵家沟遗址,"119.427229,32.849617",119.427229,32.849617,邵家沟遗址位于高邮县城以北约8公里，里运河的东岸。这个遗址面积约为750～850平方米，北缘成断崖，东、南两面削成倾斜15°—40°不等的坡面，西边保存较好。1957年，江苏省文物管理委员会、江苏省博物馆对遗址进行了发掘，面积400平方米。这个遗址的文化堆积分上、下两层，共清理灰坑2座，灰沟1条，地窖1个，出土物有陶器、青瓷器、漆器、封泥、“符箓木片”、五铢钱等。陶器多灰陶，常见有罐、钵、盆、甑、壶、灯盏、网坠、纺轮和作为建筑材料的半筒瓦、板瓦和云纹瓦当。瓷器有罐、壶、盂和少量残片。此外还有少量的铁锤、犁、漆耳杯、碗，木梳、“符箓木片”等，时代大致为东汉末年。,全部景点
高邮湖芦苇荡湿地公园位于江苏省高邮市界首镇的高邮湖畔，是一个集多种功能于一体的生态旅游风景区。公园内设有综合服务区、水上文化区、科普展示区、湿地保护区、芦丛活动区、水上探险区、核心休闲区等，提供各种娱乐设施，如湖心宾馆、休闲会所、特色餐饮以及游客互动、渔家风情、自助烧烤、回廊栈道、水上冲浪等。这里不仅是一个城市公园湿地，更是一个天然氧吧，非常适合休闲度假和户外探险。,扬州市高邮市界首镇金墩村西侧3公里,4,高邮湖芦苇荡湿地公园是一个综合性的生态旅游风景区，拥有多种功能区域和娱乐设施，可以满足不同游客的需求。这里的自然环境非常优美，是一个天然氧吧，非常适合休闲度假和户外探险。虽然这个景点不是世界知名景点，但它的综合环境和设施都非常不错，是一个值得推荐的旅游景点。,高邮湖芦苇荡湿地公园,扬州市高邮市界首镇金墩村西侧3公里，高邮湖芦苇荡湿地公园,"119.385873,33.010161",119.385873,33.010161,高邮湖芦苇荡湿地公园位于江苏省高邮市界首镇的高邮湖畔，是一个集多种功能于一体的生态旅游风景区。公园内设有综合服务区、水上文化区、科普展示区、湿地保护区、芦丛活动区、水上探险区、核心休闲区等，提供各种娱乐设施，如湖心宾馆、休闲会所、特色餐饮以及游客互动、渔家风情、自助烧烤、回廊栈道、水上冲浪等。这里不仅是一个城市公园湿地，更是一个天然氧吧，非常适合休闲度假和户外探险。,全部景点
钞关西后街10号民居，位于扬州市广陵区，是一座保存完好的清代建筑。这座民居坐北朝南，前后三进，采用硬山顶，马头墙设计，建筑面积达490平方米。第一进为门房，面阔四间，进深五檩，设有一个八字磨砖大门和福祠。第二进面阔三间，进深七檩，前有廊带卷棚，天井两侧为厢房。第三进面阔六间，进深七檩，前有廊带卷棚，中为天井，两侧为厢房。东套间和西套间前均为花园。这座民居经过修缮，整体保存较好。,扬州市广陵区钞关西后街10号,4,钞关西后街10号民居保存完好，具有较高的历史和文化价值。其建筑风格和细节处理充分展示了清代建筑的特色和魅力。此外，该民居还与当地历史文化紧密相关，是扬州市文物保护单位之一。虽然整体保存较好，但可能还需要进一步修缮和维护以保护其历史和文化价值。总体而言，推荐游客前往参观。,钞关西后街10号民居,扬州市广陵区钞关西后街10号，钞关西后街10号民居,"119.438774,32.383172",119.438774,32.383172,钞关西后街10号民居，位于扬州市广陵区，是一座保存完好的清代建筑。这座民居坐北朝南，前后三进，采用硬山顶，马头墙设计，建筑面积达490平方米。第一进为门房，面阔四间，进深五檩，设有一个八字磨砖大门和福祠。第二进面阔三间，进深七檩，前有廊带卷棚，天井两侧为厢房。第三进面阔六间，进深七檩，前有廊带卷棚，中为天井，两侧为厢房。东套间和西套间前均为花园。这座民居经过修缮，整体保存较好。,市级文物
张玉良纪念馆是一处充满历史气息和文化底蕴的景点。张玉良是旅居法国的著名爱国女画家，是中国近代女画家中最早走出国门，学习西画的杰出代表。她的纪念馆位于东关街358号，展出了其生前的大量作品和珍贵文献，呈现了其艺术成就和人生经历。,扬州市广陵区东关街358号,4,张玉良纪念馆是一个值得一游的景点。它拥有丰富的历史和文化内涵，展品丰富且珍贵，可以让你深入了解张玉良的艺术成就和人生经历。此外，纪念馆的建筑和布置也非常精美，让人感到舒适和愉悦。唯一的一点缺点可能就是它不太为人所知，但这也意味着你可以在安静的环境中领略这些展品。因此，我给它打4分。,张玉良纪念馆,扬州市广陵区东关街358号，张玉良纪念馆,"119.442631,32.397746",119.442631,32.397746,张玉良纪念馆是一处充满历史气息和文化底蕴的景点。张玉良是旅居法国的著名爱国女画家，是中国近代女画家中最早走出国门，学习西画的杰出代表。她的纪念馆位于东关街358号，展出了其生前的大量作品和珍贵文献，呈现了其艺术成就和人生经历。,全部景点
史巷9号民居是扬州市文物保护单位，位于史巷9号。这座清末民初的民居建筑坐西朝东，布局疏朗宽敞。门厅以庭院、过廊连接三开间门厅，大客厅后为一天井，第四进为明三暗五住宅正房，第五进亦为明三暗五住宅。第四、五进之间为天井。这座建筑群五进房屋，以四个天井相连，展现了扬州传统建筑的魅力。然而，现为扬州印刷厂职工宿舍，失去了原有的居住功能。,史巷9号,4,史巷9号民居作为扬州传统建筑的代表，具有较高的历史和文化价值。其五进房屋和四个天井的布局独特，展现了扬州传统建筑的魅力。虽然现在已改为职工宿舍，但依然值得一游。,史巷9号民居,史巷9号，史巷9号民居,"119.435799,32.389452",119.435799,32.389452,史巷9号民居是扬州市文物保护单位，位于史巷9号。这座清末民初的民居建筑坐西朝东，布局疏朗宽敞。门厅以庭院、过廊连接三开间门厅，大客厅后为一天井，第四进为明三暗五住宅正房，第五进亦为明三暗五住宅。第四、五进之间为天井。这座建筑群五进房屋，以四个天井相连，展现了扬州传统建筑的魅力。然而，现为扬州印刷厂职工宿舍，失去了原有的居住功能。,市级文物
小李将军画本轩，位于扬州市望春楼之西，是一座按照李昭道的画意设计的建筑。这里曾是扬州大都督府参军李昭道的故居，也是小李将军画本轩的灵感来源。画本轩的两层之间有水池曲桥相连，给人以宁静幽雅的感觉。通过扇形窗户观赏对面熙春台金碧辉煌的廓影，可以联想到盛唐艺术那种雍容华贵的气象。,扬州市广陵区XXX路XXX号,4,小李将军画本轩是一个融合了历史和艺术的景点，具有较高的文化价值。此外，其设计独特，水池曲桥、扇形窗户等元素为游客提供了别具一格的视觉体验。因此，我们给予小李将军画本轩4分的推荐指数。,小李将军画本轩,扬州市广陵区XXX路XXX号，小李将军画本轩,"119.604326,32.336616",119.604326,32.336616,小李将军画本轩，位于扬州市望春楼之西，是一座按照李昭道的画意设计的建筑。这里曾是扬州大都督府参军李昭道的故居，也是小李将军画本轩的灵感来源。画本轩的两层之间有水池曲桥相连，给人以宁静幽雅的感觉。通过扇形窗户观赏对面熙春台金碧辉煌的廓影，可以联想到盛唐艺术那种雍容华贵的气象。,市级文物
水碧泉古井位于扬州市，是扬州市文物保护单位。水碧泉古井建于清嘉庆十六年（1811），青石井栏，直筒六角形，高42厘米，口径61厘米，三面刻隶体“水碧泉”三个大字，其余三面刻有行楷题跋，交待置井、命名缘由，末段有“嘉庆辛未石潭老人识”。井身直径65厘米，深5.9米，用青砖平砌，保存完好。,未知,3,水碧泉古井是扬州市文物保护单位，具有较高的历史文化价值。但是相比其他著名景点，其知名度较低，且缺乏足够的旅游资源和设施，因此推荐指数为3分。,水碧泉古井,未知，水碧泉古井,"106.494443,31.271212",106.494443,31.271212,水碧泉古井位于扬州市，是扬州市文物保护单位。水碧泉古井建于清嘉庆十六年（1811），青石井栏，直筒六角形，高42厘米，口径61厘米，三面刻隶体“水碧泉”三个大字，其余三面刻有行楷题跋，交待置井、命名缘由，末段有“嘉庆辛未石潭老人识”。井身直径65厘米，深5.9米，用青砖平砌，保存完好。,市级文物
润扬森林公园位于邗江区润扬南路1号，是一个集旅游、休闲、度假于一体的生态公园。公园占地面积约220万平方米，绿化面积约150万平方米，水域面积约47万平方米，绿化率达70%。园内滩涂遍布，芦苇荡漾，群鸟栖息，拥有保存完好的生态湿地环境。润扬森林公园依托“古渡古镇”、“江河都会”的历史积淀和独特资源，以成功商务人士和青少年为主要目标，以休闲度假项目为重点，动静结合、以动为主，大力发展“水、陆、空”参与式、体验型旅游，实现“渡口”向“度假”转变，打造国内一流的旅游度假区。,江苏省扬州市邗江区润扬南路1号,4,润扬森林公园拥有广阔的绿化面积和丰富的旅游资源，不仅提供了休闲度假的好去处，还有许多参与式、体验型的旅游项目，适合各年龄段的游客。此外，公园还拥有瓜洲古镇滨江地带这一独特的历史资源，使得润扬森林公园成为一个具有文化底蕴的旅游景点。因此，我给润扬森林公园推荐指数为4分。,润扬森林公园,江苏省扬州市邗江区润扬南路1号，润扬森林公园,"119.382687,32.233886",119.382687,32.233886,润扬森林公园位于邗江区润扬南路1号，是一个集旅游、休闲、度假于一体的生态公园。公园占地面积约220万平方米，绿化面积约150万平方米，水域面积约47万平方米，绿化率达70%。园内滩涂遍布，芦苇荡漾，群鸟栖息，拥有保存完好的生态湿地环境。润扬森林公园依托“古渡古镇”、“江河都会”的历史积淀和独特资源，以成功商务人士和青少年为主要目标，以休闲度假项目为重点，动静结合、以动为主，大力发展“水、陆、空”参与式、体验型旅游，实现“渡口”向“度假”转变，打造国内一流的旅游度假区。,A级景区
